"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"215","Khalil Shakir","WR","BUF",164,18.9,1.68,140,192,-40.6,-43.8,-43.8,210,207,208,58,"10",127,4.2,82
"216","Tyler Allgeier","RB","ATL",117,20.5,5.53,89.5,144,-41.9,-21.9,-54.4,211,173,229,46,"11",138,2.99,35
"217","Rashid Shaheed","WR","NO",162,18.3,4.41,131,189,-42.3,-52.9,-46.7,212,219,211,59,"10",145,3.02,56
"218","Darren Waller","TE","FA",106,NA,5.99,NA,NA,-44.7,NA,NA,213,NA,NA,25,"9",NA,NA,NA
"219","Demario Douglas","WR","NE",158,8.88,6.05,145,173,-46.7,-38.8,-62.9,214,203,239,60,"10",174,2.07,34
"220","Trey Benson","RB","ARI",111,26.5,0.874,71.5,154,-47.4,-39.9,-45,215,204,209,47,"11",117,8.62,55
"221","Jaleel McLaughlin","RB","DEN",110,8.95,2.26,96,120,-48.3,-15.4,-78.5,216,157,258,48,"11",142,2.89,7
"222","Will Levis","QB","TEN",225,23.5,10,194,254,-48.7,-50.8,-48.2,217,216,214,26,"8",158,2.68,60
"223","Blake Corum","RB","LAR",108,26.3,5.23,59.8,136,-50.5,-51.6,-62.9,218,218,238,49,"11",118,7.25,65
"224","Jonnu Smith","TE","MIA",100,22,2.67,78.8,141,-50.7,-50.4,-40.4,219,215,204,26,"9",183,1.72,97
"225","Gabriel Davis","WR","JAC",152,25.8,3.18,115,193,-52.8,-68.3,-42.7,220,237,206,61,"10",155,2.23,79
"226","Isaiah Likely","TE","BAL",97.3,24.8,1.65,62,138,-53.4,-67.2,-42.8,221,234,207,27,"9",158,2.65,82
"227","Zach Ertz","TE","WAS",95.7,24.1,7.72,74.2,132,-55,-55,-49.4,222,221,219,28,"9",185,2.2,94
"228","Kareem Hunt","RB","FA",103,NA,2.66,NA,NA,-55.8,NA,NA,223,NA,NA,50,"11",207,1,85
"229","Mike Williams","WR","NYJ",149,37.2,1.24,77.3,184,-55.9,-106,-51.4,224,344,222,62,"10",140,3.32,99
"230","Josh Downs","WR","IND",148,24.8,1.94,119,195,-57.2,-64.9,-40.1,225,229,202,63,"10",155,1.66,89
"231","Khalil Herbert","RB","CHI",100,22.2,9.71,78.8,137,-58.4,-32.6,-61.5,226,196,235,51,"12",156,2.3,79
"232","Sam Darnold","QB","MIN",215,36.9,5.16,161,260,-58.8,-83.2,-42,227,260,205,27,"8",170,8.28,94
"233","Darnell Mooney","WR","ATL",146,34,0.284,80.9,181,-59.1,-103,-54.1,228,317,227,64,"10",168,2.17,99
"234","Wan'Dale Robinson","WR","NYG",145,18.6,1.55,123,171,-59.4,-60.6,-64.4,229,227,243,65,"11",184,1.21,69
"235","Cade York","K","CLE",86.9,46.7,8.05,27.8,128,-60.9,-110,-30.5,230,365,190,32,"7",170,0,99
"236","Michael Wilson","WR","ARI",144,26.8,10.2,116,195,-61,-67,-40.3,231,233,203,66,"11",162,1.75,86
"237","Mike Gesicki","TE","CIN",88,19.5,0.7,60.1,113,-62.7,-69.1,-68.1,232,238,250,29,"9",182,4,59
"238","Daniel Bellinger","TE","NYG",87.3,30.7,0.298,47.2,129,-63.4,-82,-52.4,233,258,225,30,"9",196,2.1,88
"239","Tyler Higbee","TE","LAR",87,22.2,2.87,60.1,119,-63.7,-69.1,-62.2,234,239,236,31,"10",170,1.26,76
"240","Bo Nix","QB","DEN",210,22.2,4.74,185,242,-63.9,-59.3,-59.8,235,226,234,28,"9",155,9.58,80
"241","Hayden Hurst","TE","LAC",84.1,25.1,1.18,44.1,118,-66.6,-85.1,-63.1,236,264,240,32,"10",192,0,85
"242","Tucker Kraft","TE","GB",82.9,8.94,0.966,68.2,94,-67.8,-61,-87,237,228,279,33,"10",170,1.84,44
"243","Samaje Perine","RB","DEN",90.6,56.8,3.84,11.1,188,-68.1,-100,-11.4,238,307,130,52,"12",172,2.49,99
"244","Bryce Young","QB","CAR",205,21.5,1.33,160,221,-68.7,-84.3,-81.5,239,262,265,29,"9",175,4.64,71
"245","Greg Dulcich","TE","DEN",82,24.8,4.84,51.9,127,-68.8,-77.3,-54.4,240,251,230,34,"10",194,1.85,91
"246","Russell Wilson","QB","PIT",204,23.1,27.5,170,238,-70,-74.5,-63.9,242,245,242,30,"10",172,4.47,83
"247","Dontayvion Wicks","WR","GB",134,21.4,2.73,102,169,-71.1,-81.6,-66.8,243,256,249,67,"11",152,2.67,87
"248","Ray Davis","RB","BUF",86.8,20.6,2.47,62.4,118,-72,-49,-80.8,245,213,264,53,"12",153,3.69,68
"249","Dawson Knox","TE","BUF",77.1,12.3,0.129,57,93.8,-73.6,-72.2,-87.2,246,241,280,35,"10",160,1.16,26
"250","Gerald Everett","TE","CHI",77,23.2,1.24,54.2,115,-73.7,-75,-65.9,247,248,247,36,"10",170,0.924,74
"251","Ja'Lynn Polk","WR","NE",131,28.4,0.931,73.8,148,-73.9,-110,-87.9,248,366,283,68,"11",156,5.04,97
"252","Alexander Mattison","RB","LVR",84.3,14.3,0.429,63.5,108,-74.5,-47.9,-91,249,211,288,54,"12",175,2.52,63
"253","Kendrick Bourne","WR","NE",130,17.5,2.21,106,152,-74.8,-77.6,-83.4,250,252,271,69,"11",172,1.75,80
"254","MarShawn Lloyd","RB","GB",83.9,32.4,1.55,25.9,120,-74.9,-85.5,-78.6,251,265,259,55,"12",146,4.95,94
"255","Clyde Edwards-Helaire","RB","KC",82.3,26.5,0.573,35.1,115,-76.4,-76.3,-83.6,254,250,272,56,"12",178,2.09,76
"256","Roschon Johnson","RB","CHI",81.8,26.8,0.861,43.8,119,-77,-67.6,-80.1,257,235,262,57,"12",178,1.63,87
"257","Demarcus Robinson","WR","LAR",128,20.8,0.402,96.2,157,-77,-87.3,-78.3,256,270,257,70,"11",191,2.14,94
"258","Xavier Legette","WR","CAR",127,28.6,3.99,97.8,181,-77.4,-85.7,-54.1,258,267,226,71,"12",157,6.33,96
"259","Dalvin Cook","RB","FA",80.9,NA,0.234,NA,NA,-77.9,NA,NA,260,NA,NA,58,"12",220,NA,86
"260","Braelon Allen","RB","NYJ",80.7,18.4,1.47,60.5,114,-78.1,-50.9,-84.9,261,217,276,59,"12",156,4.75,83
"261","Leonard Fournette","RB","FA",79.2,NA,0.203,NA,NA,-79.6,NA,NA,262,NA,NA,60,"12",NA,NA,4
"262","Jamaal Williams","RB","NO",79,15.5,1.5,54.1,97.8,-79.8,-57.3,-101,263,222,307,61,"13",186,2.59,58
"263","Bucky Irving","RB","TB",77.5,16.3,2.79,61.5,107,-81.3,-49.9,-92.2,266,214,290,62,"13",155,4.1,70
"264","Marvin Mims","WR","DEN",123,19.4,0.352,102,149,-81.4,-81.2,-87,267,255,278,72,"12",186,2.6,85
"265","Miles Sanders","RB","CAR",74.7,22.4,1.4,36.2,99.5,-84.1,-75.2,-99.4,274,249,302,63,"13",184,2.22,75
"266","Jerick McKinnon","RB","FA",73.3,16.6,1.12,62.7,85.6,-85.5,-48.7,-113,277,212,325,64,"13",NA,NA,62
"267","Kenneth Gainwell","RB","PHI",72.2,36.1,0.0981,14.3,115,-86.6,-97.1,-84.1,278,296,274,65,"13",178,1.84,93
"268","Tyrone Tracy","RB","NYG",72.1,22.6,0.0989,45.8,105,-86.7,-65.6,-94.1,279,230,294,66,"13",153,3.7,97
"269","Kendre Miller","RB","NO",72,33.3,1.25,28.8,107,-86.8,-82.6,-92.1,280,259,289,67,"13",160,1.66,96
"270","Elijah Mitchell","RB","SF",70.7,17.2,0.208,45,92.2,-88,-66.4,-107,282,231,315,68,"13",158,2.23,72
"271","AJ Dillon","RB","GB",70.5,29.1,1.8,38.7,125,-88.2,-72.7,-73.5,283,242,254,69,"13",183,2.48,90
"272","Justice Hill","RB","BAL",68.7,29.1,2.43,22.6,115,-90,-88.8,-83.7,287,276,273,70,"13",182,2.17,92
"273","Dameon Pierce","RB","HOU",66.3,9.54,1.88,57,82.6,-92.5,-54.4,-116,289,220,328,71,"13",161,1.44,41
"274","Jaylen Wright","RB","MIA",64.4,34.5,0.671,22.9,111,-94.4,-88.5,-87.6,295,274,282,72,"13",141,5.37,99
"275","Gardner Minshew","QB","LVR",177,39.9,24.7,128,233,-97.5,-117,-69.1,304,396,252,31,"11",154,4.11,86
"276","Drake Maye","QB","NE",152,64.7,46.2,68.8,229,-122,-176,-73.4,376,524,253,32,"12",130,15.4,99
"277","Justin Fields","QB","PIT",106,44.8,14.3,66.5,171,-168,-178,-131,561,533,356,33,"13",171,2.96,97
"278","Jacoby Brissett","QB","NE",91.3,50,16.5,38.5,162,-183,-206,-140,596,558,376,34,"14",170,2.59,89
"279","Taysom Hill","QB","NO",74.8,NA,11.1,NA,NA,-199,NA,NA,644,NA,NA,35,"14",158,2.21,91
"280","Aidan O'Connell","QB","LVR",63.7,36.9,16.3,21.6,111,-210,-223,-191,692,559,500,36,"15",170,3.29,77
