"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","return_tds","return_tds_sd","fg_miss","fg_miss_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"133","Gabriel Davis","BUF","WR","2563602","robust",NA,NA,NA,NA,NA,NA,1.38,1.219968,0,0,0.0333333333333333,0,0,NA,62.47,7.175784,976.005,151.9665,9,1.4826,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Robert Woods","TEN","WR","2540169","robust",NA,NA,NA,NA,NA,NA,57.895,33.758802,0.7,0.340998,0.520625,0.02038575,0,NA,73.3,7.739172,883,124.5384,5.1,0.14826,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Knee - ACL",0,2022
"135","Amari Cooper","CLE","WR","2552487","robust",NA,NA,NA,NA,NA,NA,4.56964285714286,5.552337,0.075,0,0.8,0,2.83,0,77.125,5.55975,1020,118.608,6.5,0.88956,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Jaylen Waddle","MIA","WR","2566292","robust",NA,NA,NA,NA,NA,NA,13.5007142857143,14.739162,0.306428571428571,0.363237,0.583125,0.01667925,0,NA,95.125,10.00755,1024.96,47.635938,6.495,0.719060999999999,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Undisclosed",0,2022
"137","Marquise Brown","ARI","WR","2562379","robust",NA,NA,NA,NA,NA,NA,11.5228571428571,6.553092,0.04,0.044478,0.583125,0.01667925,0,NA,79.3,13.484247,982.545,63.52941,6.0075,1.163841,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","DK Metcalf","SEA","WR","2562685","robust",NA,NA,NA,NA,NA,NA,4.035,2.683506,0,0,0.4025,0.14640675,0,NA,79,5.1891,1050.4825,66.5168490000002,7.9925,1.697577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Diontae Johnson","PIT","WR","2562674","robust",NA,NA,NA,NA,NA,NA,31.6442857142857,4.755969,0.1,0.14826,1.2525,0.18717825,0,NA,98,3.009678,1053.315,46.509162,6.865,0.681996000000001,0.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","DeVonta Smith","PHI","WR","2566409","robust",NA,NA,NA,NA,NA,NA,0.29,0,0,0,0.733333333333333,0,0,NA,63.5,11.104674,885,151.2252,5.55,1.608621,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Amon-Ra St. Brown","DET","WR","2566073","robust",NA,NA,NA,NA,NA,NA,50.225,18.82902,0.195,0.192738,0.3825,0.1742055,0,NA,89.1775,6.52344000000001,964.185,71.1648,6.075,0.637518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Rashod Bateman","BAL","WR","2565836","robust",NA,NA,NA,NA,NA,NA,0.719285714285714,0.695763,0,0,0.5,0,0,NA,76.275,6.00453,935.785,82.536342,5.77,0.837669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Christian Kirk","JAC","WR","2560781","robust",NA,NA,NA,NA,NA,NA,12.0857142857143,13.3434,0,0,0.633333333333333,0,0,NA,76.575,9.25883700000001,956.325,108.867318,5,0.44478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Hunter Renfrow","LVR","WR","2562712","robust",NA,NA,NA,NA,NA,NA,5,4.4478,0,0,0.63,0.022239,0,NA,87.85,6.901503,887.295,36.3237,6.085,0.340998,0.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Brandon Aiyuk","SF","WR","2565093","robust",NA,NA,NA,NA,NA,NA,17.1185714285714,4.4478,0,0,0.501875,0.00185324999999996,0,NA,63.705,5.033427,902.8175,123.94536,5.475,0.622692,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Mecole Hardman","KC","WR","2562580","robust",NA,NA,NA,NA,NA,NA,68.2885714285714,30.497082,0.476609254748507,0.380448881090137,1.36,0.266868,0,NA,58.15,7.413,737.125,55.22685,4.35,0.51891,0.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","George Pickens","PIT","WR","2568159","robust",NA,NA,NA,NA,NA,NA,5.9275,6.598629,0,0,0.9525,0.03521175,0,NA,55.535,3.758391,715.7325,92.6625,3.875,0.578214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Chris Olave","NO","WR","2567973","robust",NA,NA,NA,NA,NA,NA,11.72,15.537648,0,0,0.8225,0.0222389999999999,0,NA,51.295,5.48562,736.05,125.13144,4.7,1.401057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Elijah Moore","NYJ","WR","2566385","robust",NA,NA,NA,NA,NA,NA,46.1,23.27682,0.6025,0.652344,0.46,0.029652,0,NA,69.33,5.300295,886.1,36.642459,5.84,1.4826,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Drake London","ATL","WR","2567250","robust",NA,NA,NA,NA,NA,NA,13.07,13.402704,0.0428571428571429,0,1.0775,0.20571075,0,NA,65.875,5.67835800000001,885.58,50.9124839999999,4.875,0.644931,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Knee",0,2022
"151","Adam Thielen","MIN","WR","2541785","robust",NA,NA,NA,NA,NA,NA,3.4475,3.55824,0,0,0.566666666666667,0,0,NA,74.5025,4.514517,880.0125,131.9514,8.2325,1.371405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","JuJu Smith-Schuster","KC","WR","2558149","robust",NA,NA,NA,NA,NA,NA,21.3757142857143,14.828118,0.42,0.511497,0.3875,0.08339625,0,NA,77.7925,5.48562,876.75,61.5279,6.8,0.882147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Knee",0,2022
"153","Allen Lazard","GB","WR","2560787","robust",NA,NA,NA,NA,NA,NA,12.6957142857143,8.8956,0,0,0.3525,0.03521175,0,NA,58.15,4.55158200000001,782,73.410939,6.695,0.874734,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Treylon Burks","TEN","WR","2567643","robust",NA,NA,NA,NA,NA,NA,12.95,6.049008,0.0285714285714286,0,0.705,0.0704235000000001,0,NA,54.25,6.731004,745.4575,131.9514,4.45,0.7413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Undisclosed",0,2022
"155","Chase Claypool","PIT","WR","2564970","robust",NA,NA,NA,NA,NA,NA,62.6625,16.197405,0.155,0.14826,0.4875,0.00926625000000001,0,NA,63.765,1.882902,866.46,79.09671,4.36,0.44478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Kenny Golladay","NYG","WR","2558052","robust",NA,NA,NA,NA,NA,NA,0.202142857142857,0,0,0,0.466666666666667,0,0,NA,55.2825,7.798476,779.645,207.134046,3.9175,1.549317,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","DeVante Parker","NE","WR","2552409","robust",NA,NA,NA,NA,NA,NA,0.465,0,0,0,0.466666666666667,0,0,NA,60,8.739927,815.0175,118.793325,5,0.00741299999999984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Corey Davis","NYJ","WR","2557848","robust",NA,NA,NA,NA,NA,NA,1.03,0,0.0833333333333333,0,1.3,0,0,NA,50,4.173519,726,93.811515,4.5,0.7413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Marvin Jones","JAC","WR","2532884","robust",NA,NA,NA,NA,NA,NA,0.909285714285714,0,0,0,0.466666666666667,0,0,NA,60.005,16.3086,745.715,122.01798,4.7325,1.089711,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","D.J. Chark","DET","WR","2561018","robust",NA,NA,NA,NA,NA,NA,3.64964285714286,2.364747,0.025,0,0.0333333333333333,0,0,NA,52.5,16.3086,756.35,225.3552,5.7125,2.705745,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Kadarius Toney","NYG","WR","2566376","robust",NA,NA,NA,NA,NA,NA,39.3725,25.219026,0.0451226522809122,0.059304,0.38,0.088956,0,NA,68.795,5.1891,794.75,106.0059,3.95,1.4826,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Leg",0,2022
"162","Skyy Moore","KC","WR","2567805","robust",NA,NA,NA,NA,NA,NA,13.1214285714286,6.07866,0,0,0.7025,0.07227675,0,NA,46.9,12.45384,637.0575,189.0315,4.15,1.386231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Russell Gage","TB","WR","2561061","robust",NA,NA,NA,NA,NA,NA,1.285,1.666866,0,0,1.5,0,0,NA,64.01,12.090603,745.5,147.904176,5.6,0.59304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Leg",0,2022
"164","Jakobi Meyers","NE","WR","2562492","robust",NA,NA,NA,NA,NA,NA,4.89571428571429,6.201504,0,0,0.7525,0.18347175,0,NA,77.2,4.71466799999999,848.8225,42.03171,3.85,0.911799,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","DeAndre Hopkins","ARI","WR","2540165","robust",NA,NA,NA,NA,NA,NA,0.368214285714286,0.29652,0,0,0.7,0,0,NA,60.175,5.78214,739.525,37.843365,5.7375,0.948863999999999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S","Suspension",0,2022
"166","Garrett Wilson","NYJ","WR","2568048","robust",NA,NA,NA,NA,NA,NA,8.11142857142857,2.799996,0,0,0.7025,0.07227675,0,NA,54.165,4.707255,744.605,138.904794,4,0.504084,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Marquez Valdes-Scantling","KC","WR","2560907","robust",NA,NA,NA,NA,NA,NA,3.62642857142857,3.662022,0,0,0.270625,0.16864575,0,NA,46.05,3.098634,736.955,104.5233,4.93,0.29652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Concussion",0,2022
"168","Nico Collins","HOU","WR","2566127","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0.6,0,0,NA,51.75,9.036447,668.0875,87.84405,3.7,1.000755,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Michael Gallup","DAL","WR","2560735","robust",NA,NA,NA,NA,NA,NA,2.09357142857143,0.822843,0.025,0,0.466666666666667,0,0,NA,53.8475,9.11799,744.395,140.847,5.015,1.052646,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O","Knee - ACL",0,2022
"170","Donovan Peoples-Jones","CLE","WR","2563803","robust",NA,NA,NA,NA,NA,NA,0.515,0,0,0,0.566666666666667,0,0,NA,46.215,3.550827,702.9925,95.546157,3.505,0.733887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Tyler Boyd","CIN","WR","2555466","robust",NA,NA,NA,NA,NA,NA,20.6057142857143,3.189708,0,0,0.4275,0.05374425,0,NA,65.735,7.413,763.0025,87.762507,4.9675,1.074885,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Jarvis Landry","NO","WR","2543488","robust",NA,NA,NA,NA,NA,NA,29.3957142857143,2.533128,0.392142857142857,0.48714,0.7825,0.13528725,0,NA,60.47,15.040977,717.805,94.4416200000001,4.15,0.578214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Romeo Doubs","GB","WR","2567586","robust",NA,NA,NA,NA,NA,NA,1.89892857142857,2.072463,0,0,0.6775,0.01667925,0,NA,34.3575,14.23296,469.83,259.336392,3.22,1.897728,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Sterling Shepard","NYG","WR","2555295","robust",NA,NA,NA,NA,NA,NA,10.25,14.826,0.035,0,0.355,0.0333585,0,NA,56.885,7.316631,606.29,91.1799,3.1,1.33434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Achilles",0,2022
"175","Odell Beckham","FA","WR","2543496","robust",NA,NA,NA,NA,NA,NA,7.5,11.1195,0,0,0,NA,0,NA,37.5,32.6172,549,349.8936,4.25,1.4826,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Knee - ACL",0,2022
"176","Robby Anderson","CAR","WR","2556462","robust",NA,NA,NA,NA,NA,NA,24.6260714285714,5.860506,0.025625500230353,0.0215100406504065,0.3525,0.03521175,0,NA,59.925,4.67019,685.55,84.35994,4.5,0.7413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","David Bell","CLE","WR","2567460","robust",NA,NA,NA,NA,NA,NA,5.16142857142857,4.761264,0,0,0.5275,0.09451575,0,NA,35.575,16.716315,472.025,262.612938,2.5425,1.949619,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","A.J. Green","ARI","WR","2495450","robust",NA,NA,NA,NA,NA,NA,0.41,0,0,0,0.0333333333333333,0,0,NA,41.25,10.3782,617.295,228.3204,2.5875,0.59304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Jahan Dotson","WAS","WR","2568321","robust",NA,NA,NA,NA,NA,NA,10.7357142857143,9.48864,0,0,0.839375,0.03891825,0,NA,53.305,3.306198,702.34,70.4235,3.85,0.22239,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Julio Jones","TB","WR","2495454","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0.3525,0.03521175,0,NA,49.725,12.105429,674.25,171.077214,3.635,1.734642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Travis Kelce","KC","TE","2540258","robust",NA,NA,NA,NA,NA,NA,5.6175,0.70608825,1.29594362745098,0.200091301470588,0.633333333333333,0,0,NA,100.1,8.67321,1201.49,60.7866,9.74,0.934037999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Mark Andrews","BAL","TE","2560957","robust",NA,NA,NA,NA,NA,NA,2.235,2.209074,0.00375,0.0037065,0.3775,0.09080925,0,NA,94.95,7.78365,1169,61.9726799999999,8.85,1.178667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Darren Waller","LVR","TE","2552408","robust",NA,NA,NA,NA,NA,NA,5.250625,3.34140975,0.0733333333333333,0,0.866666666666667,0,0,NA,83.625,9.6369,976.8475,102.944331,5.245,1.11195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Undisclosed",0,2022
"184","George Kittle","SF","TE","2558266","robust",NA,NA,NA,NA,NA,NA,16.019375,1.99595025,0.099769895580969,0.0224095764058277,0.5275,0.02038575,0,NA,72.71,6.716178,914.7975,74.3820419999999,5.9475,0.978516,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Kyle Pitts","ATL","TE","2565830","robust",NA,NA,NA,NA,NA,NA,0.2025,0.200151,0,0,0.5,0,0,NA,73.3,2.89106999999999,1036.19,67.4583,5.075,1.4826,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Dalton Schultz","DAL","TE","2560866","robust",NA,NA,NA,NA,NA,NA,0.193125,0.19088475,0,0,0.466666666666667,0,0,NA,78.3475,4.440387,806,46.7019,6.675,0.66717,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Dallas Goedert","PHI","TE","2560995","robust",NA,NA,NA,NA,NA,NA,0.1725,0.170499,0,0,0.5,0,0,NA,66.065,4.22541,842.625,122.640672,5.4475,0.896973,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","T.J. Hockenson","DET","TE","2562378","robust",NA,NA,NA,NA,NA,NA,0.534375,0.52817625,0.001875,0.00185325,0.3525,0.03521175,0,NA,68.05,3.12828599999999,701.88,34.8411,5.3825,0.941451,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Mike Gesicki","MIA","TE","2560994","robust",NA,NA,NA,NA,NA,NA,0.204375,0.20200425,0,0,0.466666666666667,0,0,NA,63.5,8.30256,689.075,102.2994,4,0.400302,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Zach Ertz","ARI","TE","2540158","robust",NA,NA,NA,NA,NA,NA,1.99,0.748713,0.00375,0.0037065,0.401875,0.00185325,0,NA,67.69,5.41149,701.3725,49.59297,4.9275,1.623447,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Calf",0,2022
"191","Tyler Higbee","LAR","TE","2555364","robust",NA,NA,NA,NA,NA,NA,0.19875,0.1964445,0,0,0.466666666666667,0,0,NA,59.8,5.41149,606.5,34.47045,4.695,0.7413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Noah Fant","SEA","TE","2562383","robust",NA,NA,NA,NA,NA,NA,1.77625,0.7079415,0,0,0.466666666666667,0,0,NA,62.9275,5.997117,664,75.545883,4.375,0.66717,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Gerald Everett","LAC","TE","2557889","robust",NA,NA,NA,NA,NA,NA,8.1,4.37367,0.009375,0.00926625,0.73,0.126021,0,NA,54.625,10.3782,569.975,126.021,4.545,0.88956,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Dawson Knox","BUF","TE","2562681","robust",NA,NA,NA,NA,NA,NA,1.34,0.014826,0,0,0.2,0,0,NA,51.1125,5.619054,608.17,48.762714,6.8,1.452948,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Cole Kmet","CHI","TE","2563704","robust",NA,NA,NA,NA,NA,NA,0.465,0.459606,0.00375,0.0037065,0.7,0,0,NA,64.7,4.59606,663.9,43.7367,3.805,0.289107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Cameron Brate","TB","TE","2550656","robust",NA,NA,NA,NA,NA,NA,0.1425,0.140847,0,0,0.0333333333333333,0,0,NA,41.925,14.60361,406.9825,130.046259,4,1.40847,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Hunter Henry","NE","TE","2555341","robust",NA,NA,NA,NA,NA,NA,2.295,1.319514,0,0,0.0333333333333333,0,0,NA,52.575,3.40998,602.515,49.904316,6.225,1.697577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","David Njoku","CLE","TE","2557986","robust",NA,NA,NA,NA,NA,NA,0.44625,0.4410735,0,0,0.133333333333333,0,0,NA,53.735,3.017091,597.75,37.554258,4.5025,0.555974999999999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Robert Tonyan","GB","TE","2559270","robust",NA,NA,NA,NA,NA,NA,0.22125,0.2186835,0,0,0.0333333333333333,0,0,NA,45.135,4.951884,521.2,57.784335,4.62,0.585626999999999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Knee - ACL",0,2022
"200","Albert Okwuegbunam","DEN","TE","2563911","robust",NA,NA,NA,NA,NA,NA,0.155625,0.15381975,0,0,1.2,0,0,NA,54.505,5.1891,565.57,83.959638,5,0.392889,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Irv Smith Jr.","MIN","TE","2562738","robust",NA,NA,NA,NA,NA,NA,0.42,0.311346,0,0,0.65,0.259455,0,NA,51.2725,3.417393,594,44.478,4.95,0.44478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Thumb",0,2022
"202","Evan Engram","JAC","TE","2557858","robust",NA,NA,NA,NA,NA,NA,0.133125,0.13158075,0,0,0.8,0,0,NA,54.67,4.47745200000001,544.25,63.0105,4.0175,1.430709,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
